217262402.928293,258922861.628370,283411782.814045,259698725.008739
217263045.715346,258923708.669679,283411099.062774,259699471.189259
217264331.284962,258925402.741661,283409731.552277,259700963.543011
217266259.629287,258927943.825698,283407680.268633,259703202.057237
217268830.737106,258931331.895196,283404945.191954,259706186.713714
217272044.593841,258935566.915585,283401526.296387,259709917.488749
217275901.181556,258940648.844316,283397423.550115,259714394.353184
217280400.478965,258946577.630869,283392636.915352,259719617.272390
217285542.461435,258953353.216747,283387166.348352,259725586.206270
217291327.100991,258960975.535484,283381011.799401,259732301.109260
217297754.366327,258969444.512642,283374173.212823,259739761.930321
217304824.222810,258978760.065816,283366650.526979,259747968.612948
217312536.632493,258988922.104636,283358443.674267,259756921.095163
217320891.554121,258999930.530768,283349552.581126,259766619.309513
217329888.943146,259011785.237920,283339977.168032,259777063.183076
217339528.751737,259024486.111841,283329717.349501,259788252.637453
217349810.928790,259038033.030328,283318773.034093,259800187.588770
217360735.419948,259052425.863227,283307144.124408,259812867.947675
217372302.167608,259067664.472436,283294830.517092,259826293.619341
217384511.110943,259083748.711914,283281832.102835,259840464.503459
217397362.185915,259100678.427678,283268148.766371,259855380.494241
217410855.325293,259118453.457815,283253780.386485,259871041.480416
217424990.458673,259137073.632479,283238726.836009,259887447.345229
217439767.512494,259156538.773901,283222987.981826,259904597.966441
217455186.410060,259176848.696395,283206563.684872,259922493.216322
217471247.071563,259198003.206358,283189453.800136,259941132.961659
217487949.414101,259220002.102279,283171658.176663,259960517.063742
217505293.351707,259242845.174747,283153176.657554,259980645.378372
217523278.795367,259266532.206451,283134009.079971,260001517.755854
217541905.653049,259291062.972192,283114155.275138,260023134.040996
217561173.829726,259316437.238885,283093615.068338,260045494.073106
217581083.227409,259342654.765570,283072388.278925,260068597.685992
217601633.745169,259369715.303414,283050474.720317,260092444.707957
217622825.279167,259397618.595723,283027874.200001,260117034.961797
217644657.722689,259426364.377945,283004586.519540,260142368.264801
217667130.966170,259455952.377681,282980611.474568,260168444.428746
217690244.897235,259486382.314690,282955948.854798,260195263.259893
217713999.400724,259517653.900898,282930598.444020,260222824.558989
217738394.358731,259549766.840407,282904560.020109,260251128.121258
217763429.650640,259582720.829503,282877833.355023,260280173.736406
217789105.153157,259616515.556662,282850418.214809,260309961.188608
217815420.740355,259651150.702563,282822314.359603,260340490.256515
217842376.283706,259686625.940095,282793521.543635,260371760.713243
217869971.652126,259722940.934365,282764039.515230,260403772.326375
217898206.712012,259760095.342708,282733868.016815,260436524.857955
217927081.327289,259798088.814700,282703006.784916,260470018.064485
217956595.359448,259836920.992162,282671455.550168,260504251.696922
217986748.667597,259876591.509173,282639214.037313,260539225.500675
218017541.108501,259917099.992082,282606281.965205,260574939.215599
218048972.536633,259958446.059514,282572659.046815,260611392.575996
218081042.804220,260000629.322386,282538344.989231,260648585.310606
218113751.761296,260043649.383912,282503339.493667,260686517.142606
218147099.255749,260087505.839618,282467642.255460,260725187.789606
218181085.133376,260132198.277352,282431252.964079,260764596.963644
218215709.237936,260177726.277294,282394171.303127,260804744.371183
218250971.411202,260224089.411969,282356396.950343,260845629.713106
218286871.493023,260271287.246260,282317929.577609,260887252.684712
218323409.321376,260319319.337417,282278768.850952,260929612.975714
218360584.732430,260368185.235069,282238914.430550,260972710.270228
218398397.560602,260417884.481240,282198365.970733,261016544.246778
218436847.638621,260468416.610356,282157123.119990,261061114.578283
218475934.797592,260519781.149264,282115185.520973,261106420.932057
218515658.867060,260571977.617237,282072552.810500,261152462.969805
218556019.675076,260625005.525994,282029224.619561,261199240.347614
218597017.048266,260678864.379708,281985200.573320,261246752.715951
218638650.811900,260733553.675024,281940480.291123,261294999.719658
218680920.789964,260789072.901066,281895063.386501,261343980.997949
218723826.805230,260845421.539457,281848949.467175,261393696.184399
218767368.679334,260902599.064328,281802138.135058,261444144.906945
218811546.232851,260960604.942334,281754628.986266,261495326.787878
218856359.285370,261019438.632667,281706421.611118,261547241.443838
218901807.655577,261079099.587073,281657515.594143,261599888.485807
218947891.161338,261139587.249860,281607910.514082,261653267.519109
218994609.619776,261200901.057919,281557605.943901,261707378.143398
219041962.847362,261263040.440734,281506601.450786,261762219.952655
219089950.659999,261326004.820400,281454896.596157,261817792.535183
219138572.873111,261389793.611634,281402490.935669,261874095.473603
219187829.301735,261454406.221792,281349384.019217,261931128.344843
219237719.760615,261519842.050885,281295575.390944,261988890.720137
219288244.064295,261586100.491593,281241064.589247,262047382.165015
219339402.027214,261653180.929278,281185851.146780,262106602.239302
219391193.463811,261721082.742002,281129934.590461,262166550.497106
219443618.188623,261789805.300544,281073314.441478,262227226.486818
219496676.016389,261859347.968411,281015990.215297,262288629.751099
219550366.762154,261929710.101855,280957961.421664,262350759.826881
219604690.241384,262000891.049891,280899227.564613,262413616.245354
219659646.270068,262072890.154311,280839788.142475,262477198.531963
219715234.664838,262145706.749698,280779642.647880,262541506.206401
219771455.243081,262219340.163447,280718790.567763,262606538.782603
219828307.823060,262293789.715774,280657231.383376,262672295.768736
219885792.224033,262369054.719738,280594964.570289,262738776.667198
219943908.266376,262445134.481255,280531989.598400,262805980.974605
220002655.771713,262522028.299111,280468305.931937,262873908.181788
220062034.563040,262599735.464985,280403913.029472,262942557.773786
220122044.464864,262678255.263457,280338810.343921,263011929.229836
220182685.303330,262757586.972030,280272997.322554,263082022.023368
220243956.906365,262837729.861146,280206473.407002,263152835.621998
220305859.103819,262918683.194197,280139238.033264,263224369.487521
220368391.727606,263000446.227548,280071290.631714,263296623.075901
220431554.611855,263083018.210547,280002630.627105,263369595.837266
220495347.593059,263166398.385548,279933257.438583,263443287.215901
220559770.510230,263250585.987920,279863170.479689,263517696.650239
220624823.205060,263335580.246069,279792369.158368,263592823.572852
220690505.522077,263421380.381449,279720852.876976,263668667.410447
220756817.308817,263507985.608583,279648621.032289,263745227.583855
220823758.415987,263595395.135076,279575673.015509,263822503.508024
220891328.697644,263683608.161630,279502008.212275,263900494.592012
220959528.011368,263772623.882066,279427626.002664,263979200.238979
221028356.218445,263862441.483330,279352525.761207,264058619.846178
221097813.184053,263953060.145517,279276706.856893,264138752.804945
221167898.777452,264044479.041883,279200168.653174,264219598.500696
221238612.872177,264136697.338862,279122910.507981,264301156.312913
221309955.346241,264229714.196078,279044931.773724,264383425.615140
221381926.082334,264323528.766366,278966231.797307,264466405.774972
221454524.968037,264418140.195780,278886809.920133,264550096.154047
221527751.896030,264513547.623615,278806665.478110,264634496.108039
221601606.764318,264609750.182415,278725797.801666,264719604.986648
221676089.476449,264706746.997993,278644206.215752,264805422.133589
221751199.941749,264804537.189442,278561890.039854,264891946.886588
221826938.075556,264903119.869150,278478848.588000,264979178.577370
221903303.799458,265002494.142815,278395081.168770,265067116.531652
221980297.041547,265102659.109456,278310587.085305,265155760.069129
222057917.736667,265203613.861428,278225365.635313,265245108.503474
222136165.826677,265305357.484435,278139416.111084,265335161.142320
222215041.260719,265407889.057542,278052737.799493,265425917.287255
222294543.995486,265511207.653187,277965329.982014,265517376.233813
222374673.995509,265615312.337194,277877191.934727,265609537.271464
222455431.233438,265720202.168785,277788322.928327,265702399.683604
222536815.690346,265825876.200588,277698722.228137,265795962.747545
222618827.356020,265932333.478653,277608389.094113,265890225.734508
222701466.229284,266039573.042456,277517322.780855,265985187.909610
222784732.318309,266147593.924914,277425522.537621,266080848.531859
222868625.640944,266256395.152393,277332987.608330,266177206.854139
222953146.225052,266365975.744713,277239717.231577,266274262.123202
223038294.108854,266476334.715163,277145710.640642,266372013.579662
223124069.341285,266587471.070503,277050967.063498,266470460.457978
223210471.982357,266699383.810972,276955485.722825,266569601.986451
223297502.103534,266812071.930298,276859265.836017,266669437.387207
223385159.788114,266925534.415697,276762306.615192,266769965.876195
223473445.131627,267039770.247884,276664607.267205,266871186.663169
223562358.242238,267154778.401075,276566166.993660,266973098.951681
223651899.241168,267270557.842990,276466984.990914,267075701.939073
223742068.263121,267387107.534852,276367060.450094,267178994.816463
223832865.456723,267504426.431397,276266392.557106,267282976.768736
223924290.984981,267622513.480867,276164980.492643,267387646.974532
224016345.025747,267741367.625011,276062823.432202,267493004.606239
224109027.772200,267860987.799086,275959920.546089,267599048.829979
224202339.433339,267981372.931852,275856270.999434,267705778.805597
224296280.234493,268102521.945570,275751873.952199,267813193.686654
224390850.417847,268224433.755996,275646728.559194,267921292.620412
224486050.242980,268347107.272374,275540833.970083,268030074.747824
224581879.987421,268470541.397429,275434189.329399,268139539.203526
224678339.947225,268594735.027359,275326793.776556,268249685.115822
224775430.437559,268719687.051823,275218646.445858,268360511.606675
224873151.793315,268845396.353927,275109746.466512,268472017.791695
224971504.369734,268971861.810217,275000092.962640,268584202.780129
225070488.543056,269099082.290653,274889685.053292,268697065.674848
225170104.711184,269227056.658602,274778521.852454,268810605.572337
225270353.294376,269355783.770810,274666602.469067,268924821.562683
225371234.735951,269485262.477387,274553926.007033,269039712.729563
225472749.503026,269615491.621780,274440491.565228,269155278.150234
225574898.087271,269746470.040745,274326298.237519,269271516.895519
225677681.005690,269878196.564326,274211345.112770,269388428.029799
225781098.801430,270010670.015817,274095631.274861,269506010.610996
225885152.044609,270143889.211729,273979155.802695,269624263.690565
225989841.333186,270277852.961761,273861917.770214,269743186.313484
226095167.293845,270412560.068752,273743916.246411,269862777.518237
226201130.582916,270548009.328644,273625150.295344,269983036.336804
226307731.887330,270684199.530433,273505618.976146,270103961.794650
226414971.925599,270821129.456124,273385321.343041,270225552.910714
226522851.448838,270958797.880675,273264256.445356,270347808.697392
226631371.241819,271097203.571940,273142423.327534,270470728.160531
226740532.124060,271236345.290614,273019821.029149,270594310.299411
226850334.950955,271376221.790161,272896448.584917,270718554.106736
226960780.614948,271516831.816747,272772305.024711,270843458.568624
227071870.046738,271658174.109171,272647389.373575,270969022.664586
227183604.216544,271800247.398776,272521700.651738,271095245.367523
227295984.135401,271943050.409374,272395237.874623,271222125.643709
227409010.856513,272086581.857150,272268000.052871,271349662.452776
227522685.476654,272230840.450569,272139986.192343,271477854.747708
227637009.137620,272375824.890269,272011195.294144,271606701.474821
227751983.027738,272521533.868960,271881626.354631,271736201.573756
227867608.383433,272667966.071298,271751278.365430,271866353.977461
227983886.490853,272815120.173771,271620150.313451,271997157.612184
228100818.687559,272962994.844559,271488241.180899,272128611.397454
228218406.364279,273111588.743399,271355549.945294,272260714.246073
228336650.966736,273260900.521437,271222075.579479,272393465.064099
228455553.997544,273410928.821064,271087817.051640,272526862.750835
228575117.018182,273561672.275755,270952773.325321,272660906.198816
228695341.651047,273713129.509884,270816943.359434,272795594.293796
228816229.581594,273865299.138535,270680326.108278,272930925.914730
228937782.560564,274018179.767304,270542920.521555,273066899.933770
229060002.406299,274171769.992078,270404725.544380,273203515.216241
229182891.007163,274326068.398809,270265740.117304,273340770.620637
229306450.324059,274481073.563273,270125963.176322,273478664.998599
229430682.393057,274636784.050808,269985393.652894,273617197.194910
229555589.328138,274793198.416039,269844030.473956,273756366.047472
229681173.324048,274950315.202589,269701872.561940,273896170.387303
229807436.659294,275108132.942768,269558918.834787,274036609.038512
229934381.699257,275266650.157237,269415168.205965,274177680.818294
230062010.899453,275425865.354663,269270619.584482,274319384.536912
230190326.808943,275585777.031338,269125271.874905,274461718.997686
230319332.073897,275746383.670786,268979123.977375,274604682.996974
230449029.441320,275907683.743335,268832174.787624,274748275.324163
230579421.762959,276069675.705666,268684423.196988,274892494.761653
230710511.999387,276232358.000330,268535868.092431,275037340.084844
230842303.224288,276395729.055239,268386508.356554,275182810.062119
230974798.628943,276559787.283112,268236342.867613,275328903.454833
231108001.526942,276724531.080897,268085370.499541,275475619.017297
231241915.359116,276889958.829144,267933590.121960,275622955.496766
231376543.698726,277056068.891346,267781000.600198,275770911.633420
231511890.256907,277222859.613223,267627600.795308,275919486.160355
231647958.888389,277390329.321970,267473389.564086,276068677.803566
231784753.597508,277558476.325440,267318365.759085,276218485.281931
231922278.544540,277727298.911286,267162528.228635,276368907.307201
232060538.052354,277896795.346030,267005875.816860,276519942.583979
232199536.613427,278066963.874070,266848407.363695,276671589.809712
232339278.897234,278237802.716621,266690121.704905,276823847.674673
232479769.758034,278409310.070579,266531017.672099,276976714.861945
232621014.243090,278581484.107295,266371094.092756,277130190.047409
232763017.601342,278754322.971275,266210349.790232,277284271.899729
232905785.292570,278927824.778767,266048783.583787,277438959.080335
233049322.997075,279101987.616261,265886394.288601,277594250.243410
233193636.625921,279276809.538862,265723180.715789,277750144.035875
233338732.331770,279452288.568548,265559141.672422,277906639.097371
233484616.520360,279628422.692294,265394275.961549,278063734.060251
233631295.862667,279805209.860053,265228582.382207,278221427.549556
233778777.307802,279982647.982573,265062059.729448,278379718.183006
233927068.096699,280160734.929050,264894706.794353,278538604.570986
234076175.776655,280339468.524589,264726522.364054,278698085.316523
234226108.216782,280518846.547466,264557505.221751,278858159.015279
234376873.624443,280698866.726158,264387654.146730,279018824.255532
234528480.562752,280879526.736140,264216967.914387,279180079.618162
234680937.969220,281060824.196402,264045445.296241,279341923.676633
234834255.175636,281242756.665685,263873085.059961,279504354.996981
234988441.929292,281425321.638386,263699885.969378,279667372.137796
235143508.415650,281608516.540109,263525846.784509,279830973.650209
235299465.282589,281792338.722832,263350966.261575,279995158.077874
235456323.666344,281976785.459639,263175243.153025,280159923.956953
235614095.219309,282161853.938979,262998676.207549,280325269.816103
235772792.139846,282347541.258401,262821264.170105,280491194.176457
235932427.204283,282533844.417705,262643005.781933,280657695.551609
236093013.801311,282720760.311459,262463899.780581,280824772.447600
236254565.968982,282908285.720788,262283944.899921,280992423.362902
236417098.434565,283096417.304382,262103139.870174,281160646.788399
236580626.657517,283285151.588612,261921483.417927,281329441.207376
236745166.875885,283474484.956663,261738974.266152,281498805.095499
236910736.156459,283664413.636560,261555611.134234,281668736.920803
237077352.449059,283854933.687969,261371392.737986,281839235.143671
237245034.645372,284046040.987605,261186317.789671,282010298.216825
237413802.642806,284237731.213091,261000384.998026,282181924.585303
237583677.413888,284429999.825068,260813593.068279,282354112.686446
237754681.081807,284622842.047325,260625940.702175,282526860.949884
237926837.002748,284816252.844703,260437426.597994,282700167.797516
238100169.855800,285010226.898471,260248049.450575,282874031.643497
238274705.741270,285204758.578826,260057807.951335,283048450.894220
238450472.288383,285399841.914132,259866700.788294,283223423.948301
238627498.773468,285595470.556433,259674726.646097,283398949.196561
